,player,nation,pos,squad,comp,age,mp,starts,min,90s,gls,ast,g&a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg&xag,prgc,prgp,prgr,gls,ast,g&a,g_pk,g&a_pk,xg,xag,xg&xag,npxg,npxg&xag,agg_pos
1269,Adrien Hunou,FRA,"MF,FW",Angers, Ligue 1,28,34.0,28.0,2234.0,24.8,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,6.5,6.5,2.3,8.7,34.0,62.0,149.0,0.16,0.04,0.2,0.16,0.2,0.26,0.09,0.35,0.26,0.35,MF
1270,Denis Huseinbasic,GER,"MF,FW",Köln, Bundesliga,21,24.0,7.0,791.0,8.8,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,0.3,2.7,12.0,34.0,45.0,0.46,0.11,0.57,0.46,0.57,0.27,0.04,0.31,0.27,0.31,MF
1271,Omari Hutchinson,ENG,FW,Chelsea, Premier League,18,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,FW
1272,Elseid Hysaj,ALB,DF,Lazio, Serie A,28,34.0,22.0,1998.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,36.0,103.0,60.0,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06,DF
1274,Pierre Hojbjerg,DEN,MF,Tottenham, Premier League,26,35.0,35.0,3131.0,34.8,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,3.1,5.1,46.0,235.0,66.0,0.11,0.14,0.26,0.11,0.26,0.06,0.09,0.15,0.06,0.15,MF
1275,Rasmus Hojlund,DEN,FW,Atalanta, Serie A,19,32.0,20.0,1834.0,20.4,9.0,2.0,11.0,9.0,0.0,0.0,1.0,0.0,9.5,9.5,2.4,11.8,40.0,37.0,224.0,0.44,0.1,0.54,0.44,0.54,0.47,0.12,0.58,0.47,0.58,FW
1276,Iago,BRA,"DF,MF",Augsburg, Bundesliga,25,22.0,19.0,1600.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,1.1,1.5,27.0,53.0,49.0,0.0,0.11,0.11,0.0,0.11,0.02,0.06,0.08,0.02,0.08,DF
1277,Pablo Ibanez,ESP,MF,Osasuna, La Liga,23,25.0,12.0,1064.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.8,2.0,15.0,59.0,42.0,0.0,0.08,0.08,0.0,0.08,0.11,0.07,0.17,0.11,0.17,MF
1278,Roger Ibanez,BRA,DF,Roma, Serie A,23,33.0,32.0,2796.0,31.1,3.0,0.0,3.0,3.0,0.0,0.0,11.0,1.0,3.0,3.0,0.6,3.5,24.0,77.0,9.0,0.1,0.0,0.1,0.1,0.1,0.1,0.02,0.11,0.1,0.11,DF
1279,Arijon Ibrahimovic,GER,MF,Bayern Munich, Bundesliga,16,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.31,0.37,3.68,3.31,3.68,MF
1280,Zlatan Ibrahimovic,SWE,FW,Milan, Serie A,40,4.0,1.0,146.0,1.6,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.2,0.6,0.0,4.0,10.0,0.62,0.0,0.62,0.0,0.0,0.72,0.11,0.84,0.24,0.35,FW
1281,Mounaim El Idrissy,FRA,FW,Ajaccio, Ligue 1,23,32.0,30.0,2497.0,27.7,6.0,0.0,6.0,6.0,0.0,0.0,10.0,0.0,7.2,7.2,1.0,8.2,21.0,40.0,173.0,0.22,0.0,0.22,0.22,0.22,0.26,0.03,0.3,0.26,0.3,FW
1282,Antonio Iervolino,ITA,MF,Salernitana, Serie A,19,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
1283,Iglesias,ESP,"DF,MF",Getafe, La Liga,24,32.0,21.0,2146.0,23.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.0,1.9,39.0,50.0,100.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,DF
1284,Borja Iglesias,ESP,FW,Betis, La Liga,29,35.0,29.0,2365.0,26.3,15.0,3.0,18.0,10.0,5.0,6.0,2.0,1.0,14.9,10.2,2.8,13.0,20.0,33.0,147.0,0.57,0.11,0.68,0.38,0.49,0.57,0.11,0.67,0.39,0.49,FW
1285,Igor,BRA,DF,Fiorentina, Serie A,24,27.0,23.0,2057.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.5,0.5,0.2,0.8,19.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,DF
1286,Kelechi Iheanacho,NGA,"FW,MF",Leicester City, Premier League,25,28.0,11.0,1127.0,12.5,5.0,5.0,10.0,4.0,1.0,1.0,0.0,0.0,7.1,6.3,4.0,10.4,33.0,27.0,99.0,0.4,0.4,0.8,0.32,0.72,0.57,0.32,0.89,0.51,0.83,FW
1287,Jonathan Ikone,FRA,FW,Fiorentina, Serie A,24,33.0,24.0,2007.0,22.3,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,4.1,4.1,3.7,7.8,83.0,67.0,178.0,0.18,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35,FW
1288,Ivan Ilic,SRB,MF,Hellas Verona, Serie A,21,11.0,10.0,851.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,18.0,39.0,20.0,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.14,0.04,0.14,MF
1289,Ivan Ilic,SRB,MF,Torino, Serie A,21,14.0,13.0,1177.0,13.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,29.0,66.0,28.0,0.15,0.15,0.31,0.15,0.31,0.02,0.08,0.1,0.02,0.1,MF
1290,Rares Ilie,ROU,"MF,FW",Nice, Ligue 1,19,4.0,2.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.14,0.32,0.18,0.32,MF
1291,Samuel Iling-Junior,ENG,"DF,FW",Juventus, Serie A,18,12.0,1.0,318.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,1.0,11.0,18.0,36.0,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,0.21,0.28,DF
1292,Emirhan Ilkhan,TUR,MF,Torino, Serie A,18,4.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.14,0.05,0.14,MF
1293,Emirhan Ilkhan,TUR,MF,Sampdoria, Serie A,18,8.0,0.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08,MF
1294,Asier Illarramendi,ESP,MF,Real Sociedad, La Liga,32,24.0,13.0,1076.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.4,1.2,10.0,48.0,24.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.1,0.07,0.1,MF
1295,Ciro Immobile,ITA,FW,Lazio, Serie A,32,31.0,27.0,2219.0,24.7,12.0,5.0,17.0,8.0,4.0,5.0,3.0,0.0,14.2,10.3,1.9,12.2,40.0,43.0,174.0,0.49,0.2,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49,FW
1296,Danny Ings,ENG,FW,West Ham, Premier League,30,17.0,7.0,775.0,8.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,9.0,12.0,44.0,0.23,0.23,0.46,0.23,0.46,0.35,0.12,0.47,0.35,0.47,FW
1297,Danny Ings,ENG,FW,Aston Villa, Premier League,30,18.0,8.0,824.0,9.2,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,5.3,3.8,1.2,5.0,15.0,12.0,46.0,0.66,0.0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,FW
1298,Marcus Ingvartsen,DEN,"FW,MF",Mainz 05, Bundesliga,26,28.0,16.0,1314.0,14.6,10.0,0.0,10.0,6.0,4.0,4.0,2.0,0.0,8.4,5.2,0.7,5.9,16.0,30.0,81.0,0.68,0.0,0.68,0.41,0.41,0.57,0.05,0.62,0.36,0.41,FW
1300,Bonke Innocent,NGA,MF,Lorient, Ligue 1,26,25.0,14.0,1182.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,3.0,31.0,0.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,MF
1301,Alexander Isak,SWE,FW,Newcastle Utd, Premier League,22,22.0,17.0,1522.0,16.9,10.0,1.0,11.0,8.0,2.0,2.0,3.0,0.0,8.2,6.7,2.2,8.9,41.0,48.0,122.0,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.62,0.4,0.52,FW
1302,Alexander Isak,SWE,FW,Real Sociedad, La Liga,22,2.0,2.0,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,3.0,11.0,0.59,0.0,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18,FW
1303,Isco,ESP,"MF,FW",Sevilla, La Liga,30,12.0,10.0,799.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.7,2.1,16.0,37.0,36.0,0.0,0.23,0.23,0.0,0.23,0.05,0.19,0.24,0.05,0.24,MF
1304,Ismaily,BRA,DF,Lille, Ligue 1,32,23.0,21.0,1779.0,19.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,2.3,3.5,40.0,95.0,116.0,0.1,0.05,0.15,0.1,0.15,0.06,0.12,0.18,0.06,0.18,DF
1305,Ardian Ismajli,ALB,DF,Empoli, Serie A,25,25.0,22.0,2094.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,1.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,DF
1306,Ko Itakura,JPN,DF,M'Gladbach, Bundesliga,25,24.0,22.0,1981.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.6,0.6,0.4,1.0,19.0,59.0,4.0,0.0,0.09,0.09,0.0,0.09,0.03,0.02,0.05,0.03,0.05,DF
1307,Hiroki Ito,JPN,DF,Stuttgart, Bundesliga,23,30.0,29.0,2561.0,28.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,2.1,2.9,29.0,158.0,29.0,0.04,0.04,0.07,0.04,0.07,0.03,0.07,0.1,0.03,0.1,DF
1308,Junya Ito,JPN,FW,Reims, Ligue 1,29,35.0,34.0,2916.0,32.4,6.0,5.0,11.0,6.0,0.0,0.0,3.0,1.0,5.7,5.7,8.0,13.7,133.0,141.0,338.0,0.19,0.15,0.34,0.19,0.34,0.18,0.25,0.42,0.18,0.42,FW
1309,Diego Iturralde,ESP,DF,Sevilla, La Liga,19,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
1310,Andreas Ivan,ROU,MF,Schalke 04, Bundesliga,27,1.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,MF
1311,Mihailo Ivanovic,SRB,FW,Sampdoria, Serie A,17,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
1312,Daniel Iversen,DEN,GK,Leicester City, Premier League,25,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1313,Alex Iwobi,NGA,"MF,FW",Everton, Premier League,26,38.0,38.0,3378.0,37.5,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,2.5,2.5,6.1,8.5,90.0,194.0,145.0,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23,MF
1314,Armando Izzo,ITA,DF,Monza, Serie A,30,30.0,29.0,2466.0,27.4,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.1,2.1,0.9,3.1,22.0,96.0,29.0,0.04,0.0,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11,DF
1315,Nicolas Jackson,SEN,FW,Villarreal, La Liga,21,26.0,16.0,1598.0,17.8,12.0,4.0,16.0,12.0,0.0,0.0,6.0,1.0,7.8,7.8,3.1,11.0,49.0,40.0,117.0,0.68,0.23,0.9,0.68,0.9,0.44,0.18,0.62,0.44,0.62,FW
1316,Lee Jae-sung,KOR,MF,Mainz 05, Bundesliga,29,34.0,24.0,1894.0,21.0,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,4.3,4.3,2.8,7.1,29.0,69.0,103.0,0.33,0.24,0.57,0.33,0.57,0.2,0.13,0.34,0.2,0.34,MF
1317,Paul Jaeckel,GER,DF,Union Berlin, Bundesliga,24,16.0,13.0,1196.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.2,6.0,41.0,8.0,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01,DF
1318,Mato Jajalo,BIH,MF,Udinese, Serie A,34,3.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,MF
1319,Kristijan Jakic,CRO,"DF,MF",Eint Frankfurt, Bundesliga,25,24.0,17.0,1460.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.7,1.5,16.0,59.0,19.0,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.09,0.05,0.09,DF
1320,Ismail Jakobs,SEN,"DF,FW",Monaco, Ligue 1,22,32.0,9.0,1119.0,12.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.5,2.5,39.0,46.0,109.0,0.0,0.16,0.16,0.0,0.16,0.08,0.12,0.2,0.08,0.2,DF
1321,Marin Jakolis,CRO,FW,Angers, Ligue 1,25,1.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,FW
1322,Daniel James,WAL,FW,Leeds United, Premier League,24,4.0,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.27,0.12,0.27,FW
1323,Daniel James,WAL,FW,Fulham, Premier League,24,20.0,5.0,621.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,0.7,2.5,24.0,15.0,48.0,0.29,0.14,0.43,0.29,0.43,0.25,0.11,0.36,0.25,0.36,FW
1324,Reece James,ENG,"DF,MF",Chelsea, Premier League,22,16.0,14.0,1244.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,4.0,52.0,90.0,115.0,0.07,0.07,0.14,0.07,0.14,0.07,0.22,0.29,0.07,0.29,DF
1326,Vitaly Janelt,GER,"MF,DF",Brentford, Premier League,24,35.0,24.0,2208.0,24.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,1.4,3.8,14.0,82.0,28.0,0.12,0.04,0.16,0.12,0.16,0.1,0.06,0.15,0.1,0.15,MF
1327,Saidy Janko,GAM,DF,Bochum, Bundesliga,26,20.0,12.0,1134.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,23.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF
1328,Pontus Jansson,SWE,DF,Brentford, Premier League,31,12.0,9.0,724.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,14.0,0.0,0.12,0.0,0.12,0.12,0.12,0.04,0.0,0.04,0.04,0.04,DF
1329,Tony Jantschke,GER,"DF,MF",M'Gladbach, Bundesliga,32,8.0,1.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
1330,Adnan Januzaj,BEL,FW,Sevilla, La Liga,27,2.0,1.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
1331,Leo Jardim,BRA,GK,Lille, Ligue 1,27,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1332,Luis Javier Suarez,COL,FW,Almería, La Liga,24,21.0,18.0,1490.0,16.6,4.0,4.0,8.0,4.0,0.0,0.0,4.0,1.0,4.4,4.4,2.1,6.5,29.0,26.0,87.0,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.39,0.26,0.39,FW
1333,Luis Javier Suarez,COL,FW,Marseille, Ligue 1,24,7.0,2.0,293.0,3.3,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.4,2.4,0.4,2.8,5.0,11.0,17.0,0.92,0.31,1.23,0.92,1.23,0.74,0.11,0.85,0.74,0.85,FW
1334,Dany Jean,HAI,"DF,MF",Strasbourg, Ligue 1,19,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,DF
1335,Julian Jeanvier,GUI,DF,Auxerre, Ligue 1,30,22.0,20.0,1760.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,0.0,1.2,4.0,27.0,6.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.06,0.06,0.06,DF
1336,Jeffinho,BRA,FW,Lyon, Ligue 1,22,9.0,4.0,446.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,27.0,10.0,52.0,0.2,0.0,0.2,0.2,0.2,0.23,0.1,0.33,0.23,0.33,FW
1337,Fredrik Jensen,FIN,"FW,MF",Augsburg, Bundesliga,24,20.0,8.0,924.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.4,3.2,3.0,24.0,62.0,0.19,0.1,0.29,0.19,0.29,0.17,0.13,0.31,0.17,0.31,FW
1338,Mathias Jensen,DEN,MF,Brentford, Premier League,26,37.0,37.0,2803.0,31.1,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,2.1,2.1,5.0,7.2,21.0,141.0,77.0,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23,MF
1339,Moritz Jenz,GER,DF,Schalke 04, Bundesliga,23,11.0,11.0,945.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.1,6.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,DF
1340,Jese,ESP,FW,Sampdoria, Serie A,29,11.0,1.0,210.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,1.0,1.0,15.0,0.43,0.43,0.86,0.43,0.86,0.13,0.2,0.34,0.13,0.34,FW
1341,Gabriel Jesus,BRA,FW,Arsenal, Premier League,25,26.0,24.0,2064.0,22.9,11.0,6.0,17.0,10.0,1.0,1.0,6.0,0.0,14.0,13.2,3.9,17.1,44.0,64.0,194.0,0.48,0.26,0.74,0.44,0.7,0.61,0.17,0.78,0.58,0.75,FW
1342,Juan Jesus,BRA,DF,Napoli, Serie A,31,15.0,10.0,933.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,14.0,55.0,3.0,0.1,0.0,0.1,0.1,0.1,0.02,0.01,0.02,0.02,0.02,DF
1343,Raul Jimenez,MEX,FW,Wolves, Premier League,31,15.0,8.0,846.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,1.7,4.3,5.0,14.0,45.0,0.0,0.11,0.11,0.0,0.11,0.27,0.18,0.46,0.27,0.46,FW
1344,Joaquin,ESP,"MF,FW",Betis, La Liga,41,22.0,2.0,496.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.8,2.5,23.0,26.0,37.0,0.0,0.36,0.36,0.0,0.36,0.13,0.33,0.46,0.13,0.46,MF
1345,Joelinton,BRA,"MF,FW",Newcastle Utd, Premier League,25,32.0,30.0,2661.0,29.6,6.0,1.0,7.0,6.0,0.0,0.0,12.0,0.0,7.1,7.1,2.4,9.4,64.0,130.0,150.0,0.2,0.03,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32,MF
1346,Thorir Johann Helgason,ISL,MF,Lecce, Serie A,21,12.0,2.0,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,0.02,0.18,MF
1347,Ben Johnson,ENG,DF,West Ham, Premier League,22,17.0,9.0,866.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,15.0,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,DF
1348,Brennan Johnson,WAL,"FW,MF",Nott'ham Forest, Premier League,21,38.0,33.0,2934.0,32.6,8.0,3.0,11.0,7.0,1.0,3.0,6.0,0.0,8.6,6.2,3.2,9.4,88.0,30.0,155.0,0.25,0.09,0.34,0.21,0.31,0.26,0.1,0.36,0.19,0.29,FW
1349,Sam Johnstone,ENG,GK,Crystal Palace, Premier League,29,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
1350,Paul Joly,FRA,DF,Auxerre, Ligue 1,22,10.0,10.0,867.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.5,19.0,41.0,48.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,DF
1352,Curtis Jones,ENG,MF,Liverpool, Premier League,21,18.0,12.0,1035.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.2,1.2,1.1,2.3,31.0,69.0,75.0,0.26,0.09,0.35,0.26,0.35,0.1,0.1,0.2,0.1,0.2,MF
1353,Frenkie de Jong,NED,MF,Barcelona, La Liga,25,33.0,29.0,2534.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,4.3,6.7,92.0,279.0,83.0,0.07,0.14,0.21,0.07,0.21,0.09,0.15,0.24,0.09,0.24,MF
1354,Joan Jordan,ESP,MF,Sevilla, La Liga,28,23.0,19.0,1592.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,0.6,1.5,9.0,123.0,22.0,0.0,0.06,0.06,0.0,0.06,0.05,0.03,0.08,0.05,0.08,MF
1355,Jorginho,ITA,MF,Arsenal, Premier League,30,14.0,9.0,855.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,15.0,99.0,8.0,0.0,0.11,0.11,0.0,0.11,0.02,0.02,0.04,0.02,0.04,MF
1356,Jorginho,ITA,MF,Chelsea, Premier League,30,18.0,15.0,1279.0,14.2,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,1.7,0.1,0.4,0.5,13.0,80.0,10.0,0.14,0.0,0.14,0.0,0.0,0.12,0.03,0.14,0.01,0.03,MF
1357,Josan,ESP,"DF,MF",Elche, La Liga,32,26.0,9.0,1078.0,12.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.6,2.0,37.0,39.0,61.0,0.08,0.25,0.33,0.08,0.33,0.04,0.13,0.17,0.04,0.17,DF
1358,Willian Jose,BRA,FW,Betis, La Liga,30,28.0,6.0,731.0,8.1,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.9,2.2,1.3,3.5,6.0,14.0,27.0,0.25,0.12,0.37,0.12,0.25,0.36,0.17,0.53,0.27,0.43,FW
1359,Joselu,ESP,FW,Espanyol, La Liga,32,34.0,33.0,2990.0,33.2,16.0,2.0,18.0,11.0,5.0,5.0,2.0,0.0,14.5,10.5,2.4,13.0,23.0,66.0,147.0,0.48,0.06,0.54,0.33,0.39,0.44,0.07,0.51,0.32,0.39,FW
1360,Mateo Joseph,ESP,"FW,MF",Leeds United, Premier League,18,3.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,FW
1361,Diogo Jota,POR,FW,Liverpool, Premier League,25,22.0,12.0,1131.0,12.6,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,6.5,6.5,2.1,8.6,34.0,30.0,104.0,0.56,0.32,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69,FW
1362,Stevan Jovetic,MNE,"FW,MF",Hertha BSC, Bundesliga,32,17.0,8.0,892.0,9.9,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.7,2.7,1.1,3.8,14.0,40.0,44.0,0.4,0.2,0.61,0.4,0.61,0.28,0.11,0.38,0.28,0.38,FW
